filename,hash
"Aurélien Géron - Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow_ Concepts, Tools, and Techniques to Build Intelligent Systems (2022, O'Reilly Media) - libgen.li.pdf",af12be1ae8d74018fb636525de9bbb8f100483cfa5e85d15769b5d555576df8d
"1706.03762v7.pdf","bdfaa68d8984f0dc02beaca527b76f207d99b666d31d1da728ee0728182df697"
